Truth(English),Truth (Telugu),Predicted
tatvavaetta,తత్వవేత్త,తత్వవాక్త
marutirao,మారుతీరావు,మారుతిరా
virigi,విరిగి,విరిగి
thara,తర,తార
quick,క్విక్,కోిికక
datacom,డేటాకామ్,దాటకోో
samkramanam,సంక్రమణం,సంక్రమమమంం
jagu,జాగు,జాగు
nishthooramo,నిష్ఠూరమో,నిష్టీయోరమో
bhawanalanu,భవనాలను,భావనలలను
ichchaapuram,ఇచ్ఛాపురం,ఇచ్చ్చాపురం
dattaatreyudu,దత్తాత్రేయుడు,దత్తాత్రేయాయుడు
upayoginchani,ఉపయోగించని,ఉపయోగింంచనని
challagaane,చల్లగానే,చాలలగగానే
raayigaa,రాయిగా,రాయిగా
ardhamtoe,అర్థంతో,అర్ధంతో
rekethisthai,రేకెత్తిస్తాయి,రికెతిసిస్తై
yatha,యథా,యా
velthundaga,వెళ్తుండగా,వెళ్తుందగగగ
vyavaharistunnaadani,వ్యవహరిస్తున్నాడని,వ్యవహహరరి్్తనననననన
ramayanamlo,రామాయణంలో,రామయయనంలో
kottukunee,కొట్టుకునే,కొట్టుకుకోనే
chandernagore,చండెర్ణగొరే,చండరర్నమమమరే
kalagajesukontaarani,కలుగజేసుకొంటారని,కలగజేశసుకొంటారని
chesukolekapotunnaadu,చేసుకోలేకపోతున్నాడు,చేసుకోలిలేకపోతున్నాడు
education,ఎడ్యుకేషన్,ఎదుకకిిిన్
vindhya,వింధ్య,వింధ్యా
inthaku,ఇంతకు,ఇంతకకక
vyoohaatmakangaa,వ్యూహాత్మకంగా,వ్యూహామ్మకంంంగా
vimarshistunnaav,విమర్శిస్తున్నావ్,విమర్షరరిస్తున్నావు
reddy,రెడ్డి,రెద్డిి
uttar,ఉత్తర్,ఉత్టరర్
chachhaaru,చచ్చారు,చచచచారారు
satyamoorti,సత్యమూర్తి,సత్యమమర్్్టి
prayaanhikulanu,ప్రయాణికులను,ప్రయాాధిికకుుు
mahaavishnuvu,మహావిష్ణువు,మహావిష్ర్నువు
vibhudi,విభూది,విభుడిడి
krishnanagar,కృష్ణానగర్,క్రిష్ననగార్
aaharamuloo,ఆహారములో,ఆహరమములో
yekkinchukuntunnatlu,ఎక్కించుకుంటున్నట్లు,యెక్కించుకకుుున్్టటట్
kalyaanam,కల్యాణం,కల్యానంంం
sulthanu,సుల్తాను,సుల్తను
ishtaaniki,ఇష్టానికి,ఇష్టానినికి
yajamanulaku,యజమానులకు,యామమనులకక
malayali,మలయాళ,మాయయలిి
veyinchalekapoyaarani,వేయించలేకపోయారని,వెయించలేకకోోపోయన
bristol,బ్రిస్టల్,బ్రిస్స్సో
namunalu,నమూనాలు,నాముమలు
paastaa,పాస్తా,పాస్తా
pasadena,పాసదేనా,పసయిిన
muncipal,మున్సిపల్,మున్్ిపాలల
sugar,సుగర్,సుగార్
septembar,సెప్టెంబర్,సెప్టెంబబార
chithraranga,చిత్రరంగ,చిత్రరంగ
aadhikyamloe,ఆధిక్యంలో,ఆధిక్యంలో
shivastava,షివాస్తవ,షివాస్తవ
mali,మాలి,మాలి
vaidhyamlo,వైద్యంలో,వైద్యంలో
sagamlo,సగంలో,సగంలో
bhayamgaa,భయంగా,భయంగా
rushini,ఋషిని,రషిని
tolaginchalekapotunnaayi,తొలగించలేకపోతున్నాయి,తొలగించలేకపోతున్నాయి
hydrocaarba,హైడ్రోకార్బ,హైడ్రోకార్బ
ucchaarana,ఉచ్ఛారణ,ఉచ్చారణ
sayreville,సేయర్విల్,సరయర్విల్
deeshaanni,దేశాన్ని,దేశాన్ని
marsh,మార్ష్,మార్ష్
konasaaginchakoodadanna,కొనసాగించకూడదన్న,కొనసాగించకూడదన్న
bodhinchaadu,బోధించాడు,బోధించాడు
acid,యాసిడ్,ఆాసిడ్
vennumuka,వెన్నుముక,వెన్నుముక
thiruvananthapuram,తిరువనంతపురం,తిరువనంతపురం
sulthanula,సుల్తానుల,సుల్తానుల
bossier,బోసియర్,బోసియర్
tattukunae,తట్టుకునే,తట్టుకునే
rajamata,రాజమాత,రాజమాత
pricol,ప్రికాల్,ప్రికాల్
sirala,సిరల,సిరల
gangwar,గ్యాంగ్వార్,గంయాంగ్వార్
caalendar,కాలెండర్,కాలెండర్
sultanpur,సుల్తాన్పూర్,సుల్తాన్పూర్
lucky,లక్కీ,లక్కీ
thayaaryna,తయారైన,తయారైన
doopideeni,దోపిడీని,దోపిడీని
taimar,టైమర్,టైమర్
amanusha,అమానుష,అమానుష
kathalanu,కధలను,కథలను
maarkendeyudi,మార్కెండేయుడి,మార్కెండేయుడి
noukaayaana,నౌకాయాన,నౌకాయాన
mithaaleeke,మిథాలీకే,మిథాలీకే
kay,కే,కే
cheruvalo,చేరువలో,చేరువలో
yuvar,యువర్,యువర్
lagu,లగు,లగు
jaavedh,జావేద్,జావేద్
adugupettaalsina,అడుగుపెట్టాల్సిన,అడుగుపెట్టాల్సిన
wilkerson,విల్కర్సన్,విల్కర్సన్
veluvadinaventane,వెలువడినవెంటనే,వెలువడినవెంటనే
mahoney,మహోని,మహోని
maedhassunu,మేధస్సును,మేధస్సును
shaji,షాజీ,షాజీ
sirohi,సిరోహి,సిరోహి
aadhaaramtho,ఆధారంతో,ఆధారంతో
kathina,కఠిన,కథిన
rasenduku,రాసేందుకు,రాసేందుకు
mavuthundi,మవుతుంది,మవుతుంది
mandadi,మండడి,మండడి
espinoza,ఎస్పినోజా,ఎస్పినోజా
kart,కార్ట్,కార్ట్
vahimchuta,వహించుట,వహించుట
prayaanhikulu,ప్రయాణికులు,ప్రయాణికులు
caryalapai,చర్యలపై,కర్యలపై
kri,క్రీ,క్రీ
dhullii,ఢిల్లీ,ధూల్లీ
mantakalustunnaayi,మంటకలుస్తున్నాయి,మంటకలుస్తున్నాయి
bheemili,భీమిలి,భీమిలి
fond,ఫాండ్,ఫాండ్
nmdc,ఎన్నెమ్డీసీ,నన్నెమ్డీసీ
cypress,సైప్రస్,సైప్రస్
darjee,దర్జీ,దర్జీ
kashmir,కాశ్మీర్,కాశ్మీర్
maarchadaaniki,మార్చడానికి,మార్చడానికి
petrol,పెట్రోల్,పెట్రోల్
jesse,జెస్సీ,జెస్సీ
vivaranhaloe,వివరణలో,వివరణలో
vaarthalanu,వార్తలను,వార్తలను
vattiditoe,వత్తిడితో,వత్తిడితో
aajnaapinchina,ఆజ్ఞాపించిన,ఆజ్ఞాపించిన
telanganaku,తెలంగాణకు,తెలంగాణకు
bhavanaalu,భవనాలు,భవనాలు
charachi,చరచి,చరచి
abhivruddhini,అభివృద్ధిని,అభివృద్ధిని
boodhinchindi,బోధించింది,బోధించింది
aavaataar,అవతార్,ఆవతార్
